LDC_evt_032,Contact,Discussion,n/a
LDC_evt_033,Contact,Discussion,Correspondence
LDC_evt_034,Contact,Discussion,Meet
LDC_evt_035,Contact,FuneralVigil,n/a
LDC_evt_036,Contact,FuneralVigil,Meet
LDC_evt_037,Contact,MediaStatement,n/a
LDC_evt_038,Contact,MediaStatement,Broadcast
LDC_evt_039,Contact,Negotiate,n/a
LDC_evt_040,Contact,Negotiate,Correspondence
LDC_evt_041,Contact,Negotiate,Meet
LDC_evt_042,Contact,Prevarication,n/a
LDC_evt_043,Contact,Prevarication,Broadcast
LDC_evt_044,Contact,Prevarication,Correspondence
LDC_evt_045,Contact,Prevarication,Meet
LDC_evt_046,Contact,PublicStatementInPerson,n/a
LDC_evt_047,Contact,PublicStatementInPerson,Broadcast
LDC_evt_048,Contact,RequestAdvise,n/a
LDC_evt_049,Contact,RequestAdvise,Broadcast
LDC_evt_050,Contact,RequestAdvise,Correspondence
LDC_evt_051,Contact,RequestAdvise,Meet
LDC_evt_052,Contact,ThreatenCoerce,n/a
LDC_evt_053,Contact,ThreatenCoerce,Broadcast
LDC_evt_054,Contact,ThreatenCoerce,Correspondence
LDC_evt_055,Contact,ThreatenCoerce,Meet
LDC_evt_057,Disaster,AccidentCrash,AccidentCrash
LDC_evt_059,Disaster,FireExplosion,FireExplosion
LDC_evt_060,Government,Agreements,n/a
LDC_evt_061,Government,Agreements,AcceptAgreementContractCeasefire
LDC_evt_062,Government,Agreements,RejectNullifyAgreementContractCeasefire
LDC_evt_063,Government,Agreements,ViolateAgreement
LDC_evt_064,Government,Formation,n/a
LDC_evt_065,Government,Formation,MergeGPE
LDC_evt_066,Government,Formation,StartGPE
LDC_evt_068,Government,Legislate,Legislate
LDC_evt_070,Government,Spy,Spy
LDC_evt_071,Government,Vote,n/a
LDC_evt_072,Government,Vote,CastVote
LDC_evt_073,Government,Vote,ViolationsPreventVote
LDC_evt_074,Inspection,SensoryObserve,n/a
LDC_evt_075,Inspection,SensoryObserve,InspectPeopleOrganization
LDC_evt_076,Inspection,SensoryObserve,MonitorElection
LDC_evt_077,Inspection,SensoryObserve,PhysicalInvestigateInspect
LDC_evt_079,Justice,ArrestJailDetain,ArrestJailDetain
LDC_evt_080,Justice,InitiateJudicialProcess,n/a
LDC_evt_081,Justice,InitiateJudicialProcess,ChargeIndict
LDC_evt_082,Justice,InitiateJudicialProcess,TrialHearing
LDC_evt_083,Justice,Investigate,n/a
LDC_evt_084,Justice,Investigate,InvestigateCrime
LDC_evt_085,Justice,JudicialConsequences,n/a
LDC_evt_086,Justice,JudicialConsequences,Convict
LDC_evt_087,Justice,JudicialConsequences,Execute
LDC_evt_088,Justice,JudicialConsequences,Extradite
LDC_evt_089,Life,Die,n/a
LDC_evt_090,Life,Die,DeathCausedByViolentEvents
LDC_evt_091,Life,Die,NonviolentDeath
LDC_evt_092,Life,Injure,n/a
LDC_evt_093,Life,Injure,IllnessDegradationHungerThirst
LDC_evt_094,Life,Injure,IllnessDegradationPhysical
LDC_evt_095,Life,Injure,InjuryCausedByViolentEvents
LDC_evt_096,Manufacture,Artifact,n/a
LDC_evt_097,Manufacture,Artifact,Build
LDC_evt_098,Manufacture,Artifact,CreateIntellectualProperty
LDC_evt_099,Manufacture,Artifact,CreateManufacture
LDC_evt_100,Movement,TransportArtifact,n/a
LDC_evt_101,Movement,TransportArtifact,BringCarryUnload
LDC_evt_102,Movement,TransportArtifact,DisperseSeparate
LDC_evt_103,Movement,TransportArtifact,Fall
LDC_evt_104,Movement,TransportArtifact,GrantEntry
LDC_evt_105,Movement,TransportArtifact,Hide
LDC_evt_106,Movement,TransportArtifact,NonviolentThrowLaunch
LDC_evt_107,Movement,TransportArtifact,PreventEntry
LDC_evt_108,Movement,TransportArtifact,PreventExit
LDC_evt_109,Movement,TransportArtifact,ReceiveImport
LDC_evt_110,Movement,TransportArtifact,SendSupplyExport
LDC_evt_111,Movement,TransportArtifact,SmuggleExtract
LDC_evt_112,Movement,TransportPerson,n/a
LDC_evt_113,Movement,TransportPerson,BringCarryUnload
LDC_evt_114,Movement,TransportPerson,DisperseSeparate
LDC_evt_115,Movement,TransportPerson,EvacuationRescue
LDC_evt_116,Movement,TransportPerson,Fall
LDC_evt_117,Movement,TransportPerson,GrantEntryAsylum
LDC_evt_118,Movement,TransportPerson,Hide
LDC_evt_119,Movement,TransportPerson,PreventEntry
LDC_evt_120,Movement,TransportPerson,PreventExit
LDC_evt_121,Movement,TransportPerson,SelfMotion
LDC_evt_122,Movement,TransportPerson,SmuggleExtract
LDC_evt_123,Personnel,Elect,n/a
LDC_evt_124,Personnel,Elect,WinElection
LDC_evt_125,Personnel,EndPosition,n/a
LDC_evt_126,Personnel,EndPosition,FiringLayoff
LDC_evt_127,Personnel,EndPosition,QuitRetire
LDC_evt_128,Personnel,StartPosition,n/a
LDC_evt_129,Personnel,StartPosition,Hiring
LDC_evt_130,Transaction,Transaction,n/a
LDC_evt_131,Transaction,Transaction,EmbargoSanction
LDC_evt_132,Transaction,Transaction,GiftGrantProvideAid
LDC_evt_133,Transaction,TransferMoney,n/a
LDC_evt_134,Transaction,TransferMoney,BorrowLend
LDC_evt_135,Transaction,TransferMoney,EmbargoSanction
LDC_evt_136,Transaction,TransferMoney,GiftGrantProvideAid
LDC_evt_137,Transaction,TransferMoney,PayForService
LDC_evt_138,Transaction,TransferMoney,Purchase
LDC_evt_139,Transaction,TransferOwnership,n/a
LDC_evt_140,Transaction,TransferOwnership,BorrowLend
LDC_evt_141,Transaction,TransferOwnership,EmbargoSanction
LDC_evt_142,Transaction,TransferOwnership,GiftGrantProvideAid
LDC_evt_143,Transaction,TransferOwnership,Purchase
LDC_evt_144,Transaction,Transaction,TransferControl
